Frame,Time,Right Biceps brachii caput longus,Left Biceps brachii caput longus,Right Pectoralis Major,Left Pectoralis Major
5299,5.299,4.5,0.1,14.5,-7.2
5300,5.300,2.3,-1.2,11.8,0.7
5301,5.301,1.5,-5.0,-10.9,-3.4
5302,5.302,10.4,0.9,-13.9,-2.0
5303,5.303,14.1,-0.1,0.1,-7.7
5304,5.304,15.1,0.9,12.8,2.0
5305,5.305,14.0,3.6,1.3,6.0
5306,5.306,9.1,2.8,-17.5,9.5
5307,5.307,6.4,5.0,-14.9,2.2
5308,5.308,-5.7,-2.2,1.2,9.1
5309,5.309,-31.7,-5.0,11.7,13.6
5310,5.310,-28.0,-5.9,13.6,11.3
5311,5.311,-24.7,-0.2,25.6,9.2
5312,5.312,-21.7,10.7,2.2,15.3
5313,5.313,-19.0,9.2,-41.7,12.9
5314,5.314,-1.4,10.6,-23.8,2.1
5315,5.315,14.7,9.4,3.6,-11.9
5316,5.316,29.3,6.0,28.4,12.8
5317,5.317,12.2,2.9,23.9,2.8
5318,5.318,19.0,3.9,3.5,12.1
5319,5.319,25.2,8.4,-14.9,3.9
5320,5.320,-3.3,12.4,-25.0,1.5
5321,5.321,-64.8,4.5,2.7,-9.9
5322,5.322,-91.2,-11.4,13.8,-3.5
5323,5.323,-51.3,-18.2,3.8,6.0
5324,5.324,-29.6,-16.0,-5.4,-9.5
5325,5.325,3.4,-29.2,-13.6,-11.5
5326,5.326,9.3,-17.1,-16.0,-24.6
5327,5.327,3.9,-2.9,-22.7,-19.4
5328,5.328,-1.0,-1.0,-12.3,-17.7
5329,5.329,12.5,11.1,4.9,-16.3
5330,5.330,8.5,22.1,11.7,-12.3
5331,5.331,12.2,34.9,1.3,-8.8
5332,5.332,2.1,40.1,14.6,-1.2
5333,5.333,-1.0,35.5,23.2,3.7
5334,5.334,1.8,31.4,9.1,6.4
5335,5.335,19.4,24.9,-4.1,18.6
5336,5.336,30.9,12.0,-5.9,17.0
5337,5.337,33.0,13.6,-7.4,6.1
5338,5.338,27.4,8.9,-3.2,-3.8
5339,5.339,18.8,-12.4,-1.9,0.1
5340,5.340,7.9,-27.8,-12.5,-3.3
5341,5.341,0.8,-30.5,8.9,-8.5
5342,5.342,4.6,-12.9,18.0,6.1
5343,5.343,-6.1,-19.7,9.8,12.5
5344,5.344,-2.0,-26.0,12.3,10.7
5345,5.345,12.3,-46.9,14.5,5.6
5346,5.346,21.7,-83.2,-0.0,1.0
5347,5.347,2.7,-88.2,5.6,2.5
5348,5.348,-20.1,-47.7,24.6,-3.9
5349,5.349,-23.2,-9.6,17.1,11.6
5350,5.350,-9.3,5.1,5.7,9.6
5351,5.351,3.3,18.6,-0.6,4.0
5352,5.352,5.5,14.4,1.2,-1.0
5353,5.353,-0.7,10.7,-3.9,-2.5
5354,5.354,1.2,7.2,0.8,-6.6
5355,5.355,2.9,16.3,-17.7,5.2
5356,5.356,1.5,19.0,-25.2,-8.8
5357,5.357,8.6,11.3,-13.8,-14.3
5358,5.358,12.5,18.1,-3.3,-9.1
5359,5.359,20.7,20.1,6.2,-10.6
5360,5.360,11.1,6.7,-12.9,5.1
5361,5.361,2.1,4.9,4.8,3.1
5362,5.362,-3.7,9.5,2.5,5.0
5363,5.363,-8.9,10.8,0.4,10.1
5364,5.364,5.7,9.4,-12.9,11.7
5365,5.365,7.9,12.8,-4.3,4.6
5366,5.366,17.5,-1.2,0.3,-1.9
5367,5.367,9.0,-3.1,-21.1,3.9
5368,5.368,-1.8,-4.9,6.6,-12.1
5369,5.369,19.6,2.8,2.8,-18.9
5370,5.370,-1.7,4.1,-7.3,-0.1
5371,5.371,-15.6,0.1,7.9,2.4
5372,5.372,-13.1,-1.1,-0.4,0.1
5373,5.373,-47.6,4.1,-23.3,-2.0
5374,5.374,-42.7,3.1,-26.4,-7.7
5375,5.375,-11.2,2.1,-12.6,-6.1
5376,5.376,-31.6,-2.0,10.1,1.7
5377,5.377,-35.2,1.5,6.9,5.7
5378,5.378,-18.2,4.7,9.5,-3.4
5379,5.379,-15.1,0.4,1.8,-6.9
5380,5.380,-1.2,5.2,8.6,-20.9
5381,5.381,1.4,4.4,10.6,-7.7
5382,5.382,-0.7,-1.0,4.8,0.8
5383,5.383,5.6,1.1,-0.4,8.5
5384,5.384,7.6,7.1,0.9,7.1
5385,5.385,16.3,17.4,7.8,18.7
5386,5.386,21.1,1.7,6.4,14.0
5387,5.387,17.0,3.6,-11.5,29.5
5388,5.388,18.4,5.3,-4.1,6.4
5389,5.389,29.1,3.4,7.2,-15.2
5390,5.390,27.8,-4.5,0.8,-18.1
5391,5.391,29.1,-8.8,-1.2,-10.7
5392,5.392,25.8,-7.5,-3.0,-8.5
5393,5.393,13.3,-2.0,-1.1,-3.3
5394,5.394,12.3,1.5,-12.2,-13.9
5395,5.395,3.6,-1.6,-5.3,-19.6
5396,5.396,-13.9,-0.7,-6.8,-14.7
5397,5.397,-11.3,0.2,5.9,-10.2
5398,5.398,-18.1,-5.4,4.0,-3.3
5399,5.399,-7.7,-4.6,5.4,3.1
5400,5.400,-2.1,-6.5,9.4,1.8
5401,5.401,-7.3,-2.2,-10.3,7.0
5402,5.402,-30.9,-0.6,-7.7,-5.7
5403,5.403,-20.9,-5.0,-20.5,-7.5
5404,5.404,-5.6,-3.2,-13.8,-6.1
5405,5.405,-8.5,-2.6,-11.9,-10.5
5406,5.406,-6.2,0.9,8.7,-6.8
5407,5.407,-4.1,3.2,-5.4,8.4
5408,5.408,-10.5,4.4,17.3,10.4
5409,5.409,-19.9,4.2,8.0,8.4
5410,5.410,-21.5,-0.7,-11.6,9.9
5411,5.411,-7.2,1.6,-9.2,5.2
5412,5.412,-1.4,-1.4,6.8,3.7
5413,5.413,0.3,-7.8,21.3,10.1
5414,5.414,5.0,-13.7,0.3,25.3
5415,5.415,6.3,-12.7,8.4,14.8
5416,5.416,10.2,-1.6,0.8,9.1
5417,5.417,11.3,12.7,-1.5,-3.0
5418,5.418,18.6,10.9,-7.8,-14.0
5419,5.419,15.7,-1.1,1.6,-12.7
5420,5.420,16.4,-12.1,17.2,-3.7
5421,5.421,21.8,-5.1,10.9,11.6
5422,5.422,22.4,1.3,9.1,5.3
5423,5.423,25.4,0.0,7.4,3.4
5424,5.424,17.3,11.6,2.7,1.7
5425,5.425,7.4,25.7,9.8,6.3
5426,5.426,16.3,20.1,5.9,2.1
5427,5.427,12.9,18.5,2.5,6.0
5428,5.428,-3.0,26.4,1.5,-4.6
5429,5.429,-9.5,16.5,2.5,-3.3
5430,5.430,-15.5,-0.3,8.7,8.4
5431,5.431,-28.4,-16.3,4.8,9.9
5432,5.432,-43.6,-39.3,7.0,5.7
5433,5.433,-41.3,-11.6,16.9,1.8
5434,5.434,-24.0,21.9,26.8,17.2
5435,5.435,1.3,35.5,7.4,15.1
5436,5.436,4.7,47.8,4.7,13.4
5437,5.437,1.6,29.3,2.3,8.3
5438,5.438,-6.8,-7.9,-32.1,0.5
5439,5.439,-24.7,-22.6,-36.9,-12.2
5440,5.440,-31.8,-63.1,-5.3,-7.1
5441,5.441,-25.7,-46.7,-17.4,0.8
5442,5.442,-12.7,-31.8,1.3,5.1
5443,5.443,-18.0,-18.3,11.5,-3.9
5444,5.444,-16.6,-22.4,33.1,4.4
5445,5.445,-6.9,-11.3,13.8,1.3
5446,5.446,12.4,-1.0,-8.8,12.1
5447,5.447,31.7,8.3,-11.7,-9.1
5448,5.448,44.1,11.2,-3.2,-18.1
5449,5.449,55.5,8.9,-10.6,-15.2
5450,5.450,74.2,15.8,-8.2,-17.6
5451,5.451,66.5,5.5,-1.8,-15.2
5452,5.452,50.3,18.9,4.0,-4.6
5453,5.453,56.4,13.8,9.3,8.8
5454,5.454,54.3,9.2,20.3,0.3
5455,5.455,35.1,2.1,16.3,5.1
5456,5.456,-3.1,3.3,2.2,15.2
5457,5.457,-85.1,-14.4,-22.3,14.0
5458,5.458,-120.3,-42.4,8.3,-3.4
5459,5.459,-152.3,-46.2,-12.0,-10.8
5460,5.460,-85.0,-76.7,-37.8,14.7
5461,5.461,-23.8,-72.7,13.1,-8.7
5462,5.462,-0.3,-54.2,20.5,-11.6
5463,5.463,6.5,-30.6,0.9,13.7
5464,5.464,12.8,9.5,-16.8,-9.7
5465,5.465,18.6,25.9,-11.2,-18.7
5466,5.466,2.2,40.7,-6.1,-21.2
5467,5.467,36.9,81.3,-1.4,-8.4
5468,5.468,77.7,119.5,-5.3,-1.5
5469,5.469,72.6,124.4,-8.9,0.7
5470,5.470,67.8,93.0,-5.4,-1.0
5471,5.471,81.4,97.0,-8.2,0.8
5472,5.472,77.4,71.1,0.2,5.6
5473,5.473,51.7,20.4,-2.1,9.9
5474,5.474,1.2,-59.5,9.5,13.9
5475,5.475,-107.6,-91.4,3.4,10.6
5476,5.476,-185.3,-43.1,5.4,11.8
5477,5.477,-199.3,-34.4,10.7,12.9
5478,5.478,-186.3,-42.4,3.0,21.0
5479,5.479,-151.2,-20.6,24.4,13.7
5480,5.480,-119.2,-27.3,9.2,12.9
5481,5.481,-51.6,-21.4,1.0,15.6
5482,5.482,45.1,-5.1,8.7,3.7
5483,5.483,83.7,-10.0,-2.7,-1.3
5484,5.484,95.3,-5.6,7.9,-9.0
5485,5.485,127.2,-1.5,-1.4,-7.5
5486,5.486,136.9,9.6,-9.9,-11.2
5487,5.487,163.3,-7.3,-14.5,-12.2
5488,5.488,139.6,-22.6,-24.3,-6.8
5489,5.489,103.5,-31.0,-20.4,-13.5
5490,5.490,70.7,-18.4,-19.3,-16.1
5491,5.491,-7.2,6.8,-5.3,-12.0
5492,5.492,-17.8,10.0,11.8,-2.5
5493,5.493,30.5,0.8,9.6,1.4
5494,5.494,-4.6,-50.9,2.9,1.3
5495,5.495,-30.6,-70.3,-11.7,2.5
5496,5.496,-22.4,-62.8,-32.5,-13.5
5497,5.497,-29.3,-46.7,3.8,-15.7
5498,5.498,-35.4,-19.5,28.5,-9.4
5499,5.499,-5.1,14.0,15.1,11.5
5500,5.500,11.7,18.5,11.0,19.7
5501,5.501,17.0,22.6,22.2,7.1
5502,5.502,39.8,48.5,12.1,4.9
5503,5.503,28.0,72.1,15.1,2.8
5504,5.504,2.4,81.2,-10.0,1.0
5505,5.505,-7.4,78.4,0.2,-7.6
5506,5.506,-22.5,80.8,3.3,-15.4
5507,5.507,8.4,60.0,0.5,-11.3
5508,5.508,29.0,40.5,-2.1,-4.8
5509,5.509,84.9,17.6,-4.4,-8.3
5510,5.510,124.9,-16.3,-6.5,-7.3
5511,5.511,132.2,-47.8,-1.0,-2.6
5512,5.512,46.4,-60.2,-2.7,1.8
5513,5.513,-82.2,-56.5,-1.2,2.6
5514,5.514,-167.6,-39.7,-16.9,-1.1
5515,5.515,-183.1,-24.3,-27.5,2.1
5516,5.516,-253.7,-10.4,0.9,11.0
5517,5.517,-189.1,-7.9,29.5,14.7
5518,5.518,-60.3,-1.0,-4.1,20.5
5519,5.519,-43.0,-3.1,-17.7,8.7
5520,5.520,-27.4,-1.2,-5.6,-8.7
5521,5.521,-69.9,10.8,-9.4,2.6
5522,5.522,-31.4,12.2,-12.9,-3.8
5523,5.523,3.6,10.7,-16.1,-9.6
5524,5.524,14.2,4.0,-13.5,-18.3
5525,5.525,23.7,0.3,-6.2,-20.0
5526,5.526,14.6,-7.3,28.2,-4.6
5527,5.527,22.2,-10.4,52.7,1.5
5528,5.528,29.0,-6.1,-6.0,18.3
5529,5.529,61.5,-5.4,1.8,2.0
5530,5.530,79.2,1.1,-20.2,-4.6
5531,5.531,95.5,1.9,-13.9,-6.7
5532,5.532,100.4,-2.2,-8.2,-8.7
5533,5.533,78.2,-11.7,-24.9,-4.5
5534,5.534,66.3,-10.5,-0.5,-20.6
5535,5.535,33.2,-9.4,3.7,-14.8
5536,5.536,-34.1,-2.0,-8.9,-2.0
5537,5.537,-82.2,-3.0,9.4,-0.8
5538,5.538,-3.0,3.1,5.7,0.2
5539,5.539,71.4,5.5,-3.8,6.8
5540,5.540,81.0,4.7,4.1,7.5
5541,5.541,54.7,9.2,6.2,5.8
5542,5.542,-1.3,0.2,3.7,8.2
5543,5.543,-66.7,-6.5,-3.0,4.7
5544,5.544,-58.0,-5.5,-5.2,-0.5
5545,5.545,-114.0,-0.4,3.0,-5.2
5546,5.546,-92.5,2.3,-5.3,-2.4
5547,5.547,-86.1,-2.0,-12.8,-5.1
5548,5.548,-56.4,-4.3,-17.0,-10.0
5549,5.549,-29.3,-7.7,-25.6,-14.5
5550,5.550,-34.4,-0.2,-10.0,-20.6
5551,5.551,-75.2,2.8,1.2,-10.3
5552,5.552,-37.3,7.4,-9.6,-9.4
5553,5.553,16.8,18.0,-26.9,-0.1
5554,5.554,23.6,19.6,2.7,-7.1
5555,5.555,16.5,13.2,31.1,-8.7
5556,5.556,34.0,10.0,12.4,0.6
5557,5.557,17.2,-1.6,15.5,-8.8
5558,5.558,41.5,6.3,6.2,-17.1
5559,5.559,108.6,5.0,3.4,-18.3
5560,5.560,137.2,1.2,0.8,-23.1
5561,5.561,128.2,14.2,-24.6,-22.2
5562,5.562,56.0,9.1,-14.5,-18.0
5563,5.563,46.1,-11.2,6.9,-14.2
5564,5.564,-33.4,-13.8,15.2,-4.0
5565,5.565,-65.7,-11.2,-2.3,12.0
5566,5.566,-17.8,0.6,4.6,6.2
5567,5.567,-27.0,2.9,23.6,4.9
5568,5.568,44.6,5.0,21.3,14.2
5569,5.569,92.8,13.8,-13.0,16.5
5570,5.570,48.7,21.8,-7.8,-1.2
5571,5.571,-39.2,17.8,5.9,-7.9
5572,5.572,-74.3,11.5,26.7,-4.6
5573,5.573,21.4,-6.0,16.0,23.6
5574,5.574,59.9,-13.4,6.3,21.0
5575,5.575,71.5,2.8,15.8,18.8
5576,5.576,103.3,-3.4,8.0,41.4
5577,5.577,93.6,-20.4,-9.2,56.5
5578,5.578,-3.2,-4.2,12.1,29.9
5579,5.579,-67.5,6.4,32.1,27.6
5580,5.580,-102.6,8.3,30.1,52.6
5581,5.581,-155.8,-0.1,28.5,63.1
5582,5.582,-223.3,7.8,47.9,56.2
5583,5.583,-197.0,-2.0,20.7,70.3
5584,5.584,-93.2,-0.6,2.8,64.9
5585,5.585,-22.6,0.6,-6.6,64.2
5586,5.586,-9.9,-0.3,15.4,63.8
5587,5.587,-21.7,4.6,24.4,67.0
5588,5.588,-32.5,16.2,27.5,76.2
5589,5.589,-61.4,24.1,26.0,90.4
5590,5.590,-35.0,45.6,24.6,103.8
5591,5.591,-26.8,73.4,46.2,106.7
5592,5.592,-19.3,77.1,55.1,109.4
5593,5.593,27.0,53.5,48.2,112.0
5594,5.594,44.9,7.5,42.0,102.6
5595,5.595,46.4,-92.0,35.4,83.1
5596,5.596,51.8,-138.2,29.7,68.5
5597,5.597,56.8,-96.3,17.0,38.1
5598,5.598,70.4,-69.0,-8.3,7.5
5599,5.599,82.8,-44.4,-11.5,-20.3
5600,5.600,108.9,-12.9,-21.2,-23.2
5601,5.601,119.1,-8.9,-36.1,-32.7
5602,5.602,122.2,-12.6,-38.4,-65.9
5603,5.603,91.6,-9.3,-45.6,-97.0
5604,5.604,71.4,-12.5,-33.8,-108.9
5605,5.605,60.5,-4.3,-35.5,-119.6
5606,5.606,43.8,-12.0,-40.9,-129.6
5607,5.607,16.3,-5.3,-42.4,-144.9
5608,5.608,-16.9,4.9,-46.9,-153.2
5609,5.609,-12.2,6.7,-39.7,-130.5
5610,5.610,-24.3,4.9,-25.4,-133.8
5611,5.611,-49.9,0.2,-31.0,-109.0
5612,5.612,-59.8,-21.2,-46.7,-112.8
5613,5.613,-62.7,-42.7,-44.7,-104.2
5614,5.614,-43.1,-34.6,-35.3,-135.5
5615,5.615,-35.5,-22.1,-40.6,-123.9
5616,5.616,-19.4,-6.2,-33.0,-128.4
5617,5.617,-4.8,4.1,-23.4,-132.7
5618,5.618,0.9,9.6,-35.5,-118.3
5619,5.619,-0.6,18.1,-34.3,-111.2
5620,5.620,-8.2,32.1,-27.6,-94.6
5621,5.621,-12.2,49.0,-21.6,-84.4
5622,5.622,-2.9,55.7,-13.8,-66.9
5623,5.623,15.0,61.8,-11.2,-50.6
5624,5.624,38.2,55.9,-10.7,-26.7
5625,5.625,29.6,40.1,-24.5,-11.4
5626,5.626,21.7,8.6,-34.6,-9.8
5627,5.627,9.6,-14.1,-23.1,-25.3
5628,5.628,-1.5,6.1,-25.3,-9.2
5629,5.629,-15.8,2.2,-24.6,5.2
5630,5.630,-28.9,-1.4,-26.6,13.9
5631,5.631,-33.8,13.7,-21.4,14.0
5632,5.632,-22.8,5.3,-6.1,20.8
5633,5.633,-15.8,-7.4,-0.0,29.9
5634,5.634,3.7,-14.4,9.6,29.5
5635,5.635,6.4,-20.7,14.5,29.0
5636,5.636,-16.4,-15.3,-1.9,44.8
5637,5.637,-37.8,-17.1,11.9,65.8
5638,5.638,-68.4,-12.5,-13.5,67.0
5639,5.639,-129.8,-8.4,-4.2,45.8
5640,5.640,-138.5,8.5,28.9,46.5
5641,5.641,-50.7,15.4,5.7,70.0
5642,5.642,-15.6,5.0,17.2,58.1
5643,5.643,-5.0,-0.6,42.5,53.4
5644,5.644,24.0,11.4,51.9,93.6
5645,5.645,50.3,16.0,29.8,97.9
5646,5.646,42.3,8.7,-1.6,90.9
5647,5.647,35.0,4.7,26.4,74.6
5648,5.648,54.6,-6.0,51.7,68.7
5649,5.649,72.2,-1.9,41.0,79.6
5650,5.650,99.2,9.9,19.0,96.9
5651,5.651,44.4,17.7,37.9,99.1
5652,5.652,22.3,16.4,39.9,64.3
5653,5.653,28.5,28.1,28.0,49.8
5654,5.654,10.3,14.0,33.8,85.8
5655,5.655,-6.3,-3.0,54.3,80.1
5656,5.656,-1.7,-0.7,34.6,66.0
5657,5.657,2.5,-32.1,31.8,53.1
5658,5.658,-1.9,-36.5,24.8,49.1
5659,5.659,-20.7,-65.1,35.1,45.4
5660,5.660,-44.7,-61.4,36.8,36.2
5661,5.661,-35.8,-17.5,17.7,33.5
5662,5.662,-11.0,0.5,10.1,26.1
5663,5.663,5.6,6.0,16.9,14.9
5664,5.664,20.7,1.1,23.3,13.2
5665,5.665,28.7,-3.4,21.6,4.2
5666,5.666,10.8,0.7,13.1,13.4
5667,5.667,-5.5,4.5,5.5,12.5
5668,5.668,-37.0,7.9,9.9,-5.2
5669,5.669,-68.7,11.0,-4.1,-1.8
5670,5.670,-73.0,13.9,-17.1,-7.7
5671,5.671,-106.6,21.6,-4.7,-25.5
5672,5.672,-129.3,28.6,-5.8,-26.8
5673,5.673,-125.4,26.6,-12.5,-18.8
5674,5.674,-84.7,5.8,-13.3,-32.1
5675,5.675,-46.6,14.1,-14.0,-51.6
5676,5.676,-41.8,41.9,-8.2,-42.0
5677,5.677,-19.5,30.8,-6.8,-27.9
5678,5.678,0.8,13.9,-1.8,-15.1
5679,5.679,26.5,17.0,-13.4,-24.1
5680,5.680,70.2,-24.9,-24.9,-24.5
5681,5.681,124.0,-54.9,-0.8,-42.1
5682,5.682,160.1,-38.5,3.2,-28.0
5683,5.683,192.9,-13.8,6.8,-24.3
5684,5.684,175.0,-9.3,-12.0,-16.7
5685,5.685,115.1,11.1,-13.9,-17.2
5686,5.686,91.2,-7.5,-24.8,-14.1
5687,5.687,54.9,-38.0,-17.9,-17.4
5688,5.688,22.0,-66.7,-19.1,-14.7
5689,5.689,4.2,-55.7,-9.9,-12.2
5690,5.690,-1.2,-32.1,-17.1,-9.8
5691,5.691,3.8,-10.8,-17.9,-16.0
5692,5.692,-0.5,3.1,-18.7,-17.7
5693,5.693,-4.3,10.6,-19.3,-29.9
5694,5.694,-0.4,17.4,-11.4,-42.2
5695,5.695,16.8,27.9,-9.9,-46.3
5696,5.696,47.3,27.1,-13.5,-38.1
5697,5.697,62.9,13.9,-21.0,-35.7
5698,5.698,65.9,12.3,-8.8,-44.8
5699,5.699,63.7,7.7,-16.2,-37.6
5700,5.700,29.4,14.8,-22.9,-24.1
5701,5.701,-14.9,26.5,-23.9,-14.9
5702,5.702,-104.6,12.4,-6.0,-19.1
5703,5.703,-168.8,10.6,32.2,-11.7
5704,5.704,-110.2,12.3,-5.7,8.1
5705,5.705,-99.4,16.9,-10.5,16.6
5706,5.706,-108.9,21.1,12.2,-21.1
5707,5.707,-64.8,17.2,8.3,6.3
5708,5.708,-56.7,11.4,12.1,1.5
5709,5.709,-78.3,14.5,15.5,6.1
5710,5.710,-45.2,-0.1,12.5,10.2
5711,5.711,-27.1,-6.4,-6.9,13.9
5712,5.712,-10.5,14.5,-9.3,3.7
5713,5.713,-5.4,6.4,-7.1,0.6
5714,5.714,-0.7,3.9,16.0,3.2
5715,5.715,3.6,6.2,12.9,10.6
5716,5.716,14.9,-0.1,4.7,8.2
5717,5.717,18.5,-28.5,17.2,-2.5
5718,5.718,21.7,-73.5,5.7,10.6
5719,5.719,24.6,-43.5,3.6,5.2
5720,5.720,27.2,-16.0,-6.0,-2.9
5721,5.721,29.6,-1.2,-11.3,-1.8
5722,5.722,19.2,3.4,12.1,-3.3
5723,5.723,21.1,15.7,-4.8,-0.2
5724,5.724,29.7,4.6,-8.0,0.6
5725,5.725,25.2,1.2,0.1,-6.5
5726,5.726,35.2,-2.0,-7.6,4.7
5727,5.727,54.9,0.7,3.7,12.2
5728,5.728,52.4,8.2,14.0,4.8
5729,5.729,35.1,5.9,-10.8,3.2
5730,5.730,37.8,3.8,-27.9,1.8
5731,5.731,7.0,-5.7,11.9,-14.5
5732,5.732,-59.8,-0.5,-15.6,15.1
5733,5.733,-68.7,1.1,-10.9,18.9
5734,5.734,-24.0,5.3,2.4,-7.3
5735,5.735,-31.3,6.7,-18.2,9.2
5736,5.736,-37.9,17.4,-7.4,-6.3
5737,5.737,-30.8,27.4,-10.9,1.7
5738,5.738,-12.5,34.0,-26.5,-11.2
5739,5.739,-6.9,16.4,15.2,-18.3
5740,5.740,-1.9,-11.3,21.0,-16.4
5741,5.741,2.5,-7.6,15.5,11.9
5742,5.742,6.4,-17.7,0.6,24.0
5743,5.743,2.3,-20.6,-13.0,12.8
5744,5.744,-1.5,-28.8,-17.2,9.3
5745,5.745,1.2,-31.1,-6.2,0.1
5746,5.746,14.7,-37.8,17.3,2.8
5747,5.747,21.7,-35.6,14.1,15.3
5748,5.748,28.0,-22.3,33.4,26.8
5749,5.749,29.5,0.2,15.6,28.9
5750,5.750,23.4,15.6,22.2,34.5
5751,5.751,21.2,23.8,24.1,36.1
5752,5.752,15.9,16.2,6.7,34.6
5753,5.753,13.9,14.0,8.7,21.8
5754,5.754,6.7,3.5,-6.1,9.8
5755,5.755,-4.7,-9.8,3.2,5.2
5756,5.756,-4.0,-4.7,11.5,1.0
5757,5.757,4.5,3.0,6.7,-8.1
5758,5.758,-13.5,7.0,2.3,-16.3
5759,5.759,-36.7,23.8,0.9,-17.3
5760,5.760,-15.6,12.3,-2.7,-14.5
5761,5.761,3.5,-10.7,-18.7,-20.7
5762,5.762,5.6,10.8,-39.6,-19.9
5763,5.763,-20.0,19.1,-25.7,-16.3
5764,5.764,-3.5,31.8,-23.3,-13.0
5765,5.765,11.6,20.3,-7.2,-5.3
5766,5.766,3.1,-11.0,-21.8,4.4
5767,5.767,-14.8,-42.5,-1.0,-7.4
5768,5.768,-21.9,-38.4,1.8,-12.1
5769,5.769,9.2,-27.3,14.4,-22.0
5770,5.770,40.4,9.9,-6.3,-10.3
5771,5.771,52.4,34.7,1.9,-5.7
5772,5.772,48.4,39.3,-0.6,-10.0
5773,5.773,31.1,43.5,1.6,1.7
5774,5.774,21.5,62.1,24.6,-3.0
5775,5.775,-20.8,52.3,9.2,18.3
5776,5.776,-75.3,31.2,-4.7,9.1
5777,5.777,-112.0,-10.2,2.9,-4.8
5778,5.778,-145.3,-63.9,9.7,2.7
5779,5.779,-187.4,-27.3,20.1,18.7
5780,5.780,-214.7,-59.9,14.5,29.1
5781,5.781,-209.8,-65.5,23.1,27.2
5782,5.782,-205.6,-26.9,15.3,18.6
5783,5.783,-185.4,-31.6,2.5,-1.9
5784,5.784,-144.7,-26.9,7.7,-15.8
5785,5.785,-73.7,-6.3,0.0,-3.3
5786,5.786,13.2,-32.2,-9.8,3.5
5787,5.787,94.9,-22.0,-18.8,5.6
5788,5.788,148.1,11.7,-34.1,-15.3
5789,5.789,177.3,43.2,-31.9,-29.2
5790,5.790,256.5,47.4,-26.1,-21.7
5791,5.791,309.9,21.5,-10.4,-37.7
5792,5.792,261.9,11.4,-12.4,-43.9
5793,5.793,130.3,14.5,-10.4,-23.0
5794,5.794,149.4,-4.7,12.2,-59.3
5795,5.795,235.3,-12.1,3.3,-44.4
5796,5.796,188.9,8.8,17.3,-3.8
5797,5.797,106.6,35.1,52.7,-25.4
5798,5.798,36.1,49.1,60.4,2.0
5799,5.799,-2.3,61.6,49.1,36.8
5800,5.800,32.7,40.7,63.9,14.4
5801,5.801,0.8,4.1,50.7,18.7
5802,5.802,49.1,18.4,42.2,15.2
5803,5.803,75.7,13.1,28.0,25.4
5804,5.804,36.1,32.7,22.4,28.5
5805,5.805,-72.4,57.7,-0.1,36.9
5806,5.806,-118.5,40.1,-9.3,34.5
5807,5.807,-75.5,5.7,-23.2,27.9
5808,5.808,-113.6,-35.3,-40.9,30.1
5809,5.809,-78.3,-84.8,-47.7,35.9
5810,5.810,-25.1,-91.6,-37.2,24.0
5811,5.811,-34.6,-61.9,-58.1,16.3
5812,5.812,-43.2,-45.9,-66.4,26.3
5813,5.813,-82.6,-31.5,-53.7,7.0
5814,5.814,-60.1,-27.4,-42.1,4.4
5815,5.815,-65.8,-15.5,-31.5,12.2
5816,5.816,-46.9,-12.1,-18.1,23.8
5817,5.817,-29.5,-15.8,-19.7,17.7
5818,5.818,-33.6,-13.2,4.0,0.8
5819,5.819,-1.3,-10.9,0.7,3.2
5820,5.820,11.7,-3.7,10.0,1.3
5821,5.821,46.0,-1.8,29.5,3.4
5822,5.822,69.2,-33.6,27.1,5.2
5823,5.823,98.4,-101.5,15.7,-2.4
5824,5.824,72.9,-150.3,22.0,-0.8
5825,5.825,22.7,-142.0,20.2,-7.2
5826,5.826,-42.4,-70.6,22.0,3.6
5827,5.827,-121.3,-42.1,11.1,2.5
5828,5.828,-195.7,-68.8,1.2,-1.2
5829,5.829,-147.5,-45.2,-5.3,-11.6
5830,5.830,-15.7,-9.3,0.6,4.3
5831,5.831,40.7,23.4,-4.7,19.1
5832,5.832,-10.8,53.0,-7.6,13.7
5833,5.833,-88.7,101.9,-8.5,-8.6
5834,5.834,-46.0,121.4,-2.9,-17.6
5835,5.835,18.9,139.2,7.9,-31.4
5836,5.836,-15.4,122.7,3.2,-23.7
5837,5.837,-89.1,48.3,-18.3,-7.5
5838,5.838,-39.9,16.3,-3.1,-26.3
5839,5.839,4.8,6.5,-17.1,-18.7
5840,5.840,-18.3,-20.0,-9.6,-11.8
5841,5.841,-10.4,-28.0,-7.5,-22.1
5842,5.842,-3.3,-79.0,-26.4,-8.9
5843,5.843,-8.9,-85.7,-34.0,-14.0
5844,5.844,40.5,-79.7,-27.2,-18.6
5845,5.845,60.2,-30.6,4.1,-34.2
5846,5.846,90.1,15.4,-18.4,-32.1
5847,5.847,171.7,105.1,2.1,-37.6
5848,5.848,229.7,143.4,28.0,-42.6
5849,5.849,175.9,201.8,38.1,-19.0
5850,5.850,107.8,276.3,71.9,-15.5
5851,5.851,-7.0,344.2,58.3,-0.2
5852,5.852,-54.5,371.1,62.3,30.5
5853,5.853,-154.2,251.8,51.1,10.0
5854,5.854,-193.4,63.9,34.1,-8.6
5855,5.855,-112.3,-61.0,18.6,-32.2
5856,5.856,25.2,-128.9,10.2,-10.9
5857,5.857,81.0,-190.4,-2.6,19.7
